書名,作者,分類,狀態,按讚數,出版社,tag,,,,,連結,簡介
叫我大小姐！(04)我只想當一個享樂的大小姐，不想當打怪的救世主啊！(END),東邦,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3311,"為了找尋歐陽修壹，宇夏情時一行來到邊海群島，卻意外遇見故人。
是敵非友的紅衣女子，引出一顆手持黑色匕首的「圓球」，而且「圓球」也叫做歐陽？
神物反噬，源頭指向祕境神墓──為了同樣受制神物的管家，以及陷落在那的師父，宇夏情時只能衝啦……只是，她原以為就算天塌下來也會有高個子頂著，但為什麼？為什麼？為什麼最後卻變成她跟大BOSS打？
老天爺，她想當的是一個享樂的大小姐，不是救世主啊！（淚奔）"
台灣勇者協會T.G.G(07)那一天，與之後的每一天(END),玥主朽紅,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3779,"『渾沌的魔王！這就是我與你的最終決戰！』

一直以來，我一直都不知道那一天到底是哪一天。
也不知道那一天代表著什麼樣的意義。

我到現在還是搞不清楚。

但我知道那一天，會有尊比台灣本島還大的異世界邪神從天而降，然後把台灣炸沉進太平洋。
這種事怎麼不早說，我是看新聞才知情的……
……咦？事情好像挺大條的？

而我們拯救台灣的關鍵，是阿伯留下來的最後希望。
一塊發霉的太陽餅───

───太棒了，天佑台灣。"
鍾馗 鬼王事件簿(08)鬼皇疑塚匯今昔,暮辰,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3492,"楊戩的求愛大作戰、逝影重現的過往揭密、疫鬼皇的步步陷阱……
鍾馗不過南下一行，種種麻煩事卻一股腦撞上來！
到底是不正常的楊戩較麻煩？逝影重現訴說的秘密更惱人？
或者疫鬼皇的步步陷阱、步步試探才令人頭大？
對此，鍾馗只想不負責任大吼一聲：「全部滾開不要煩我！」──可惜，這是妄想！"
菜鳥之王(05)永恆之星(END),某宅,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3456,"自建立以來，為世界提供無數頂尖人材，推動著世界發展的育成機構──地球聯合最高人力資源培訓學院，俗稱王之庭。

為了和妹妹子芽相見，我蕭子楓必須從博士手中，把被拐走的妹妹搶回來。

公寓第一屆答問大會突然舉辦！
即使想馬上救出妹妹，但太多事搞不懂，這種時候當然就是先收集資料，為奪回妹妹做好一切準備。

閃光之被夜襲！
先手必勝，這是古人智慧。但實際上，先手的人不一定能嬴，古人不也有云「後發先至」嗎？

輕鬆簡單的修練篇！
現代社會，繁事都講求輕鬆簡單，總之輕鬆簡單就是最好的！輕輕鬆鬆升級，輕輕鬆鬆考試一百分，沒有比這更好的事了。

分久必合，合久必分！
我相信，世事總有定數，再波瀾壯闊的經歷，回首時也只是和重要的人一起渡過的日常而已。"
菜鳥之王(03)如幻似真,某宅,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3454,"自建立以來，為世界提供無數頂尖人材，推動著世界發展的育成機構──地球聯合最高人力資源培訓學院，俗稱王之庭。

為了和妹妹相見，我每天都為生活費而努力。

發現新任務！
跟蹤黑衣人──進行中

再次發現新任務！
跟蹤黑衣人──進行中
翹課去和妹妹們約會──進行中

發現突發任務！
跟蹤黑衣人──進行中
翹課去和妹妹們約會──進行中
跟隨明夷完成地下副本──進行中

為什麼任務都完成不了還一直另開新的？這絕對是ＢＵＧ！
但是，為了妹妹，再多任務都儘管給我放馬過來！"
守衛龍騎(02)龍族王女,鬱兔,奇幻科幻,完結,0,飛燕文創,奇幻,,,,,https://mojoin.com/novels/2436,"一行人前往龍谷，遇到的神祕少女，竟是早已滅絕千年的龍隱國的遺族。
面對獵龍團的威脅，等待席娜公主現身的王龍為了守護一切，而召喚其他飛行龍族前來支援，形成了前所未聞的奇妙景觀──眾多不同龍族協力驅逐人類。
阿修的妹妹花婗因為也在獵龍團裡，而同樣遭受波及，還好席娜公主為了阿修而手下留情，但卻也離去不知行蹤。
阿修對她留下深刻印象，也許還有一些特別的情愫？
一行人回到城鎮，果然被獵龍團所屬的公會給盯上，而傑又發派臨時任務，要他們前往神秘的菇蕈幽地去尋找三頭龍。
一行人經歷一番歷險之後總算成功取得龍鱗，但交付任務才知道原來背後的大人物，竟然就是索伊的父親。
莉莉的奶奶突然來襲，還要阿修和索伊去幫她領寵物回家，但這隻寵物竟然是隻兇殘的龍蛇，阿修首次與索伊單獨出任務，根本互相扯後腿。後來意外發現莉莉的奶奶居然是阿修父親以前公會的夥伴！
而聽說下任新的主使團團長，非常討厭龍族，而守護龍族的普雷特公會將會面臨前所未有的危機。
但在煩惱那些之前，還是先把離家出走(？)的花婗給找回來吧！
聽說她為了去找到那位打敗她的對手──龍族公主，而瞞著所有人獨自前往危機四伏的地底之都，這可是讓阿修擔心極了啊！"
孤島奇兵,鬼才,奇幻科幻,完結,0,原創星球,推理,冒險,懸疑,,,https://mojoin.com/novels/736,"這部小說以台灣的歷史為基礎，添加虛構設定發想而成，透過每個章節的楔子、角色人物以及對白逐漸塑造出整體世界觀。

故事發生在一座先進、大氣、奢華且神祕的城市：新阿姆斯特丹。
城裡有著各式各樣的人物、繁複的社會文明，以及符合當地政治氛圍的延伸設計和文化。

主角是一名德國軍人，孤身在島國上四處冒險，接觸全新未知的人事物，讀者將扮演主角的雙眼，逐步認識這座一九二零年的摩登城市。

本作有七個主要角色，每個角色都有自己的目標和野心，互相碰撞擦出火花。
隨著故事推動，主角漸漸挖掘出這座島的歷史和黑暗面，連帶影響到眼前的事件。

本故事是市面少有的近代科幻，帶領讀者進入二十世紀初的衍伸想像，結合懸疑劇情和部分推理，少數章節以動作場面為主。
本作表面上是典型的西方社會，骨子裡是對台灣歷史的省思，並透過主角的人生際遇，折射出每個人在生活中都會面臨的挫折和困境，甚至對人生的絕望。

故事的調性從光鮮亮麗走到沉重黑暗，並放入許多科技發展和宗教的思辨，除了為故事增添厚度，也放入我對宗教的看法和它真正該有的本質。
本作受到知名遊戲生化奇兵的啟發，部分設定的原型參考該遊戲。"
禁斷凶獸少女的不當召喚法(02)渾沌雙子,二迴林,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/2952,"經歷了饕餮事件，月炎修正式加入了私人凶獸研究機構
這一次他的任務目標是利用他獨有的影響力，將分裂成雙子姊妹的凶獸渾沌重新融合成一個人。
姊姊夕川鈴不但是個光鮮亮麗的美少女，還是個家喻戶曉的大明星，甚至登上小巨蛋開起了演唱會！
而妹妹夕川板則是與姊姊完全的相反女孩，既膽小又怕生，渾身上下看似沒有半點生氣，卻有她獨特的天真與爛漫。
面對如此截然不同的兩個人，月炎修有辦法順利完成將二者合而為一的高難度任務嗎？"
我的蘿莉勇者變御姊(05)南方小島考古大冒險,雷明,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3316,"夏日、海灘、大海、海盜船和魔族祭壇！！

美好暑假的三大要素，湊齊了五個！艾赫將體驗前所未有的南島渡假之旅。
艾赫在南方小島考古的父母，在艾赫放暑假後寄送了一封邀請函給他。
於是艾赫跟雙胞胎姐妹瑪芙妮和庫哈姆，以及兩位勇者姆露姆和普莉亞，五人前往美麗的南方渡假小島。
然而原本悠閒的渡假之旅，卻在艾赫的父母和雙胞胎姐妹的父母開出海盜船和古戰船後，就整個變調了。
悠閒的渡假時光，變成了遺跡大冒險！！
滾滾而來的大石頭、陷阱、飛箭，還有傳說中的魔族陵墓，以及最高級的寶物，勇者之劍，全部都在小島的遺跡中。
全新冒險型勇者物語，今夏全新展開……"
魔法糖果騎士(03)(END),瀰霜,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3366,"最後一顆記憶糖果收集完畢，子禹以為所有麻煩事情告一段落，沒想到真正的危機才正式展開。
是打開小門的方式不對嗎？
為什麼子禹從精靈世界回來，人類小鎮的時間居然倒退到他與歌莉相遇之前！
子禹與歌莉幾經患難，他以為彼此的關係會更進一步──
未料歌莉竟然倒戈相向，與黑兔子結盟成為暗黑糖果騎士！
潛伏在混沌時空內的謎團，隱藏在少女微笑下的秘密，子禹與菟菟如何才能追尋到真相？
此外，遺落在悠久歲月裡的約定，子禹還有機會實現嗎……

「直到妳相信自己之前，儘管相信我就好。」"
神域密碼(06)無之風，自在之劍,二葉,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3329,"純愛神教的勢力正如日中天，在伊斯拉菲爾的策劃下，更與拉族結盟。然而，正當神教與拉族準備聯合行動時，卻傳來鱗被殺死的噩耗！

伊斯拉菲爾與洛伊德急忙趕去拉族，看到的是鱗宛若熟睡的屍體。殺死鱗的是誰？危險是否還未遠去？在拉族的旗艦裡，伊斯拉菲爾和洛伊德遇到的是一個深不可測的對手。

神域密碼第六集，「無之風，自在之劍」！幕後的敵人若隱若現，洛伊德同學終於要大展身手？"
姑涼惹不得(02)密不可分的關係,蔚海,奇幻科幻,完結,10,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3417,"雖得知攻擊遊戲玩家的駭客真身為何，但小姑涼在遊戲中被抹黑，成了惡名昭彰的罪人。
在時間的壓迫之下，陸子淺也介入了此事，所有的事情才順利解決。
被父母深深「疼愛」著的向韻涼，在順利與陸子淺交往後，想要擁有該有的自由，一切都發展得比她認為的還要順遂！
與他長時間相處之後，她才知道，陸子淺並非表面上那麼驕傲自信。
他背負著的、與他所嚮往的，和她想像的，完全截然不同……"
身為女裝少年的我，貞操快要不保。(03)誡神女巫的靈啟,上絕,奇幻科幻,完結,0,飛燕文創,奇幻,偽娘,冒險,,,https://mojoin.com/novels/3748,"「阿泱，我知道你覺得派不上用場，但武技是很重要的，我們一起來練習吧。」
「為了讓你對練習有更、更大的熱情……」
「只要、只要你贏我一次，我就脫一件衣服！」
Wow……

老天爺你終於開眼，知道我也是需要春天需要幸福的嗎！
但，事情好像永遠都不是憨人所想的那麼簡單，雖然實芽吃藥乖乖了，但碰上艾爾娜他就一顆頭兩個大，最悲慘的莫過於……
「我喜歡妳、我喜歡妳、我喜歡妳！」
他的暗戀對象居然告訴他，她喜歡他的女裝！

這一集到底要我怎麼活啦！我恨作者！"
雞排大神之我是魔王？！(04)綠梓荷的第一個條件,東邦,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3498,"因為綠梓荷提出的第一個條件，歐艾基不得不成為她的臨時男伴，在招待會上受盡各種矚目，在某人故意下還上演了一齣「楊過與小龍女」的戲碼，而後更因為一張紫金貴賓卡，讓對此一無所知的歐艾基在招待會大出風頭，卻也因此惹來殺機……
落海被救，意外發現植物界的「雞」，還有了醫治司斐文傷的辦法，這應該是很令人高興的事，怎麼過沒多久，他這個魔王卻得為了綠梓荷混進聖廷殿這一偽君子組織中？ 
雞排大神，是祢在惡搞我，還是我真的愛上這朵野蠻桃花了？"
獵魔血咒05,東邦,奇幻科幻,完結,0,飛燕文創,魔法,奇幻,冒險,,,https://mojoin.com/novels/3767,"取得教廷想要的競標之物後，薩伊意外發現跟古倫老人交給他的玉珮是一套的，經過調查，得知玉佩是教廷遺失的聖器，裡頭蘊含的能量對沉睡其中的王紫櫻靈魂有莫大好處！

為了靈魂玉這一個對復甦教廷勢力有莫大幫助的聖器，教廷不惜灑重金，找異士團，甚至找殺手，就是想從薩伊等人手中把靈魂玉搶回；但王紫櫻的靈魂在靈魂玉的能量中甦醒了，薩伊欣喜若狂，更加堅定保護好靈魂玉的決心。

一份邀請函交到了莫子顏手中，並且點名受邀者要包含薩伊和軻魂，由於王紫櫻的興趣，薩伊點頭前往，見到了噬巫一族的聖女，結果王紫櫻得到了好處，薩伊反倒發怒而在海上大開殺戒，這是為什麼呢？"
禁斷凶獸少女的不當召喚法(06)妹妹女媧,二迴林,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/2991,"任務是：將因不明原因而失去理智的月桃（饕餮）完完整整的帶回來。
但不論月炎修怎麼利用自身對凶獸的影響力來呼喊，也喚不回他們那往日的時光……甚至差點失去了性命。
好在千鈞一髮之際，「女媧」現身了！
擁有「全知全能」之力的她，帶領眾人解除了危機。
可是……代價卻萬分慘痛。
只是單純的活著……就稱得上是「好結果」了嗎？
「──達令！為了解除這樣的窘境，請你和妹妹去約會！」
「咦咦！為什麼會突然變成這種發展呀！」

一點點的悲傷，以及更多一點點的歡笑。
任何問題，交給「約會」都能解決？"
